编号,日期,账户,推广计划,展示数,点击数,消耗,点击率,点击均价,有消耗词量
280,2020-12-28,ruri38@sina.com,壁纸-柯南,51,5,2.25,9.80%,0.45,3
281,2020-12-28,ruri38@sina.com,壁纸-少女,2,1,0.45,50.00%,0.45,1
282,2020-12-28,ruri38@sina.com,壁纸-愤怒的小鸟,35,2,0.90,5.71%,0.45,2
283,2020-12-28,ruri38@sina.com,壁纸-锁屏壁纸,2022,86,39.98,4.25%,0.46,18
284,2020-12-28,ruri38@sina.com,壁纸-魔道祖师,55,3,1.35,5.45%,0.45,3
285,2020-12-28,ruri38@sina.com,壁纸-哆啦a梦,230,13,5.76,5.65%,0.44,5
286,2020-12-28,ruri38@sina.com,壁纸-猫,43,1,0.45,2.33%,0.45,1
287,2020-12-28,ruri38@sina.com,公司软件-壁纸-美女,777,44,20.24,5.66%,0.46,7
288,2020-12-28,ruri38@sina.com,壁纸-壁纸少女心,208,14,6.30,6.73%,0.45,7
289,2020-12-28,ruri38@sina.com,公司软件-电脑桌面壁纸10,4892,645,302.09,13.18%,0.47,20
290,2020-12-28,ruri38@sina.com,壁纸-路人女主养成方法,113,4,1.71,3.54%,0.43,4
291,2020-12-28,ruri38@sina.com,壁纸-星座,33,1,0.45,3.03%,0.45,1
292,2020-12-28,ruri38@sina.com,壁纸-七龙珠壁纸,275,11,4.95,4.00%,0.45,4
293,2020-12-28,ruri38@sina.com,壁纸-天官赐福壁纸,338,12,5.40,3.55%,0.45,9
294,2020-12-28,ruri38@sina.com,壁纸-EVA,42,2,0.90,4.76%,0.45,2
295,2020-12-28,ruri38@sina.com,公司软件-壁纸软件7,2931,457,212.47,15.59%,0.46,39
296,2020-12-28,ruri38@sina.com,壁纸-篮球,430,19,8.55,4.42%,0.45,8
297,2020-12-28,ruri38@sina.com,壁纸-搞怪搞笑,40,4,1.80,10.00%,0.45,4
298,2020-12-28,ruri38@sina.com,壁纸-musedash的壁纸,108,12,5.40,11.11%,0.45,2
299,2020-12-28,ruri38@sina.com,壁纸-最终幻想,6,2,0.90,33.33%,0.45,1
300,2020-12-28,ruri38@sina.com,壁纸-科幻,43,5,2.25,11.63%,0.45,5
301,2020-12-28,ruri38@sina.com,壁纸-夏目友人帐,112,5,2.25,4.46%,0.45,3
302,2020-12-28,ruri38@sina.com,壁纸-灌篮高手,23,2,0.90,8.70%,0.45,2
303,2020-12-28,ruri38@sina.com,壁纸-一拳超人壁纸,1,1,0.45,100.00%,0.45,1
304,2020-12-28,ruri38@sina.com,壁纸-你的名字,449,19,8.71,4.23%,0.46,6
305,2020-12-28,ruri38@sina.com,壁纸-刺客伍六七,27,2,0.90,7.41%,0.45,2
306,2020-12-28,ruri38@sina.com,公司软件-桌面壁纸4,12211,1566,730.56,12.82%,0.47,29
307,2020-12-28,ruri38@sina.com,壁纸-花,8,1,0.45,12.50%,0.45,1
308,2020-12-28,ruri38@sina.com,壁纸-C罗壁纸,53,1,0.45,1.89%,0.45,1
309,2020-12-28,ruri38@sina.com,壁纸-爱情,24,4,1.80,16.67%,0.45,3
310,2020-12-28,ruri38@sina.com,壁纸-海洋,18,6,2.70,33.33%,0.45,1
311,2020-12-28,ruri38@sina.com,壁纸-蜡笔小新,222,5,2.25,2.25%,0.45,2
312,2020-12-28,ruri38@sina.com,壁纸-蕾姆壁纸,46,3,1.41,6.52%,0.47,2
313,2020-12-28,ruri38@sina.com,壁纸-阿狸,92,7,3.15,7.61%,0.45,2
314,2020-12-28,ruri38@sina.com,壁纸-小清新,207,24,10.80,11.59%,0.45,13
315,2020-12-28,ruri38@sina.com,壁纸-DNF壁纸,207,16,7.20,7.73%,0.45,4
316,2020-12-28,ruri38@sina.com,公司软件-电脑桌面9,1629,118,53.83,7.24%,0.46,2
317,2020-12-28,ruri38@sina.com,壁纸-02壁纸,182,21,9.73,11.54%,0.46,4
318,2020-12-28,ruri38@sina.com,壁纸-星球大战,16,2,0.90,12.50%,0.45,1
319,2020-12-28,ruri38@sina.com,壁纸-奥特曼,253,22,9.81,8.70%,0.45,5
320,2020-12-28,ruri38@sina.com,壁纸-4K,2669,328,152.88,12.29%,0.47,26
321,2020-12-28,ruri38@sina.com,公司软件-电脑壁纸3,17885,2582,1192.64,14.44%,0.46,56
