date,zhanghu,plan,pv,click,cpv,cost,cpc
2020-12-30,liubaoxin@cmcm.com,第三方软件-拳皇,100.36,224,2.2319649262654444,1605.0,7.165178571428571
2020-12-30,liubaoxin@cmcm.com,第三方软件-极点五笔输入法,43.51,93,2.1374396690415995,494.0,5.311827956989247
2020-12-30,liubaoxin@cmcm.com,第三方软件-EV录屏,1.47,3,2.0408163265306123,13.0,4.333333333333333
2020-12-30,liubaoxin@cmcm.com,第三方软件-whatsapp,1.8,4,2.2222222222222223,14.0,3.5
2020-12-30,liubaoxin@cmcm.com,第三方软件-光影魔术手,145.01,267,1.841252327425695,1490.0,5.580524344569288
2020-12-30,liubaoxin@cmcm.com,第三方软件-暴风影音,340.91,738,2.1647942272153937,3677.0,4.982384823848238
2020-12-30,liubaoxin@cmcm.com,第三方软件-rar解压软件,740.16,1417,1.9144509295287506,18594.0,13.122088920254058
2020-12-30,liubaoxin@cmcm.com,第三方软件-WPS2019,17.1,38,2.222222222222222,153.0,4.026315789473684
2020-12-30,liubaoxin@cmcm.com,第三方软件-WPS-word,512.43,1139,2.222742618503991,9673.0,8.492537313432836
2020-12-30,liubaoxin@cmcm.com,第三方软件-酷狗音乐,726.13,1493,2.056105656012009,21978.0,14.720696584058942
2020-12-30,liubaoxin@cmcm.com,第三方软件-拼音输入法,109.59,245,2.2356054384524136,5138.0,20.97142857142857
2020-12-30,liubaoxin@cmcm.com,第三方软件-Microsoft Visio,31.5,70,2.2222222222222223,1720.0,24.571428571428573
2020-12-30,liubaoxin@cmcm.com,第三方软件-Everything,17.1,38,2.222222222222222,1194.0,31.42105263157895
2020-12-30,liubaoxin@cmcm.com,第三方软件-猿辅导,48.74,106,2.1748050882232253,591.0,5.5754716981132075
2020-12-30,liubaoxin@cmcm.com,第三方软件-完美解码,5.85,13,2.2222222222222223,426.0,32.76923076923077
2020-12-30,liubaoxin@cmcm.com,第三方软件-QQ五笔,9.45,21,2.2222222222222223,327.0,15.571428571428571
2020-12-30,liubaoxin@cmcm.com,第三方软件-itunes,5.4,12,2.222222222222222,751.0,62.583333333333336
2020-12-30,liubaoxin@cmcm.com,第三方软件-PDF-竞品,4.95,11,2.2222222222222223,768.0,69.81818181818181
2020-12-30,liubaoxin@cmcm.com,第三方软件-cad快速看图,190.29,363,1.9076146933627622,3008.0,8.286501377410469
2020-12-30,liubaoxin@cmcm.com,第三方软件-WIFI共享大师,55.11,116,2.1048811467973145,2278.0,19.637931034482758
2020-12-30,liubaoxin@cmcm.com,第三方软件-快剪辑,157.05,349,2.222222222222222,879.0,2.518624641833811
2020-12-30,liubaoxin@cmcm.com,第三方软件-逍遥笔手写输入法,31.04,58,1.8685567010309279,536.0,9.241379310344827
2020-12-30,liubaoxin@cmcm.com,第三方软件-瞩目,53.1,118,2.2222222222222223,1749.0,14.822033898305085
2020-12-30,liubaoxin@cmcm.com,第三方软件-火狐浏览器,798.53,1474,1.845891826230699,7815.0,5.301899592944369
2020-12-30,liubaoxin@cmcm.com,第三方软件-welink,3.33,7,2.1021021021021022,45.0,6.428571428571429
2020-12-30,liubaoxin@cmcm.com,第三方软件-桌面日历,4.95,11,2.2222222222222223,77.0,7.0
2020-12-30,nytls6317jfn35@163.com,第三方软件-极光PDF转换器,28165.0,144,0.005112728563820344,99.98,0.6943055555555556
2020-12-30,nytls6317jfn35@163.com,第三方软件-极光PDF阅读器,169870.0,5063,0.02980514511096721,6137.85,1.2122950819672131
2020-12-30,rj@l1.pingsheme.com,第三方软件-网易云音乐,254.52,566,2.223793807952224,34218.0,60.45583038869258
2020-12-30,rj@l1.pingsheme.com,第三方软件-火狐浏览器,2.7,6,2.222222222222222,1447.0,241.16666666666666
2020-12-30,rj@l1.pingsheme.com,第三方软件-拼音输入法,4.5,10,2.2222222222222223,266.0,26.6
2020-12-30,rj@l1.pingsheme.com,第三方软件-QQ,70.51,157,2.2266345199262516,7026.0,44.7515923566879
2020-12-30,rj@l1.pingsheme.com,第三方软件-雷电模拟器,104.76,233,2.224131347842688,4503.0,19.326180257510728
2020-12-30,rj@l1.pingsheme.com,第三方软件-WPS,1532.32,2936,1.916048867077373,29107.0,9.913828337874659
2020-12-30,rj@l1.pingsheme.com,第三方软件-万能五笔,13.44,30,2.232142857142857,1054.0,35.13333333333333
2020-12-30,rj@l1.pingsheme.com,第三方软件-小鱼易连,10.34,22,2.127659574468085,705.0,32.04545454545455
2020-12-30,rj@l1.pingsheme.com,第三方软件-钉钉电脑版,165.4,307,1.8561064087061667,11587.0,37.74267100977199
2020-12-30,rj@l1.pingsheme.com,第三方软件-腾讯视频,10.8,24,2.222222222222222,4753.0,198.04166666666666
2020-12-30,rj@l1.pingsheme.com,第三方软件-千牛,40.95,91,2.222222222222222,3989.0,43.83516483516483
2020-12-30,rj@l1.pingsheme.com,第三方软件-暴风影音,58.9,132,2.2410865874363326,2139.0,16.204545454545453
2020-12-30,rj@l1.pingsheme.com,第三方软件-新微信PC版,0.9,2,2.2222222222222223,8.0,4.0
2020-12-30,rj@l1.pingsheme.com,第三方软件-FlashPlayer,89.98,200,2.222716159146477,4211.0,21.055
2020-12-30,rj@l1.pingsheme.com,第三方软件-谷歌浏览器,111.89,238,2.127089105371347,19614.0,82.41176470588235
2020-12-30,rj@l1.pingsheme.com,第三方软件-WPS-excel,317.52,707,2.22663139329806,5378.0,7.606789250353607
2020-12-30,rj@l1.pingsheme.com,第三方软件-cad快速看图,0.9,2,2.2222222222222223,56.0,28.0
2020-12-30,uwhqai05cg74@163.com,第三方软件-QQ,39009.0,183,0.004691225101899562,62.11,0.33939890710382514
2020-12-30,uwhqai05cg74@163.com,第三方软件-微师客户端,1780.0,136,0.07640449438202247,45.89,0.33742647058823527
2020-12-30,uwhqai05cg74@163.com,第三方软件-QQ影音,14540.0,200,0.013755158184319119,62.13,0.31065000000000004
2020-12-30,uwhqai05cg74@163.com,第三方软件-千牛,10486.0,262,0.024985695212664506,102.82,0.392442748091603
2020-12-30,uwhqai05cg74@163.com,第三方软件-暴风影音,11578.0,433,0.03739851442390741,137.18,0.3168129330254042
2020-12-30,uwhqai05cg74@163.com,第三方软件-万能五笔,1843.0,48,0.026044492674986434,19.38,0.40375
2020-12-30,uwhqai05cg74@163.com,公司软件-猎豹免费WIFI,1962.0,52,0.026503567787971458,18.27,0.35134615384615386
2020-12-30,uwhqai05cg74@163.com,第三方软件-EV录屏,6713.0,10,0.0014896469536719798,3.02,0.302
2020-12-30,uwhqai05cg74@163.com,第三方软件-whatsapp,237.0,3,0.012658227848101266,0.9,0.3
2020-12-30,uwhqai05cg74@163.com,第三方软件-photoshopcs6,15195.0,12,0.0007897334649555774,4.47,0.3725
2020-12-30,uwhqai05cg74@163.com,第三方软件-钉钉电脑版,21147.0,30,0.0014186409419775854,11.11,0.3703333333333333
2020-12-30,uwhqai05cg74@163.com,第三方软件-芒果TV,3849.0,48,0.012470771628994544,15.21,0.316875
2020-12-30,uwhqai05cg74@163.com,第三方软件-网易云音乐,48508.0,466,0.009606662818504164,139.8,0.30000000000000004
2020-12-30,uwhqai05cg74@163.com,第三方软件-Rar解压软件,12377.0,477,0.038539225983679405,155.68,0.32637316561844865
2020-12-30,uwhqai05cg74@163.com,第三方软件-WPS-word,23966.0,1765,0.07364599849787198,581.65,0.3295467422096317
2020-12-30,uwhqai05cg74@163.com,公司软件-C盘瘦身,25212.0,1326,0.05259400285578296,487.71,0.36780542986425335
2020-12-30,uwhqai05cg74@163.com,第三方软件-金山打字通,37404.0,1838,0.04913912950486579,624.71,0.33988574537540805
2020-12-30,uwhqai05cg74@163.com,第三方软件-WPS-excel,34909.0,2090,0.05986994757798848,751.36,0.3595023923444976
2020-12-30,uwhqai05cg74@163.com,第三方软件-搜狗输入法,46230.0,2083,0.045057322085226045,928.26,0.4456361017762842
2020-12-30,uwhqai05cg74@163.com,第三方软件-我的世界,26675.0,948,0.035538894095595124,290.68,0.3066244725738397
2020-12-30,uwhqai05cg74@163.com,第三方软件-FlashPlayer,20724.0,800,0.038602586373287014,286.45,0.3580625
2020-12-30,uwhqai05cg74@163.com,第三方软件-美图秀秀,52042.0,545,0.010472310825871411,205.64,0.37732110091743115
2020-12-30,uwhqai05cg74@163.com,第三方软件-极品五笔输入法,4809.0,418,0.08692035766271575,165.9,0.39688995215311007
2020-12-30,uwhqai05cg74@163.com,第三方软件-阿里旺旺,4220.0,651,0.1542654028436019,236.74,0.3636559139784946
2020-12-30,uwhqai05cg74@163.com,第三方软件-驱动精灵,19033.0,679,0.03567488047076131,242.76,0.35752577319587625
2020-12-30,uwhqai05cg74@163.com,第三方软件-微信,76160.0,871,0.011436449579831932,261.97,0.3007692307692308
2020-12-30,uwhqai05cg74@163.com,第三方软件-WPS,171232.0,4596,0.026840777424780415,1933.57,0.420707136640557
2020-12-30,北京猎豹移动,第三方软件-小鱼易连,2122.0,132,0.06220546654099906,39.45,0.2988636363636364
2020-12-30,北京猎豹移动,第三方软件-Rar解压软件,3637.0,111,0.03051965905966456,40.32,0.36324324324324325
2020-12-30,北京猎豹移动,第三方软件-QQ影音,6572.0,111,0.016889835666463786,34.97,0.31504504504504505
2020-12-30,北京猎豹移动,第三方软件-photoshopcs6,19888.0,74,0.0037208366854384555,28.05,0.37905405405405407
2020-12-30,北京猎豹移动,第三方软件-芒果TV,2518.0,86,0.03415409054805401,27.6,0.32093023255813957
2020-12-30,北京猎豹移动,第三方软件-全民K歌,2786.0,165,0.059224694903086864,50.11,0.3036969696969697
2020-12-30,北京猎豹移动,第三方软件-QQ拼音,8219.0,152,0.018493734030904003,51.49,0.33875
2020-12-30,北京猎豹移动,第三方软件-荒野行动,2099.0,255,0.12148642210576464,76.67,0.3006666666666667
2020-12-30,北京猎豹移动,第三方软件-万能五笔,6788.0,135,0.019888037713612257,73.76,0.5463703703703704
2020-12-30,北京猎豹移动,第三方软件-cctalk,1405.0,158,0.11245551601423487,59.78,0.37835443037974686
2020-12-30,北京猎豹移动,第三方软件-瞩目,1457.0,164,0.11256005490734386,57.95,0.3533536585365854
2020-12-30,北京猎豹移动,第三方软件-极点五笔输入法,8510.0,78,0.009165687426556992,23.8,0.30512820512820515
2020-12-30,北京猎豹移动,第三方软件-暴风影音,1719.0,71,0.04130308318789994,21.38,0.3011267605633803
2020-12-30,北京猎豹移动,第三方软件-王者荣耀PC版,3323.0,23,0.006921456515197111,6.9,0.3
2020-12-30,北京猎豹移动,第三方软件-Visio,2052.0,22,0.010721247563352826,6.6,0.3
2020-12-30,北京猎豹移动,第三方软件-优酷客户端,886.0,14,0.01580135440180587,4.21,0.3007142857142857
2020-12-30,北京猎豹移动,第三方软件-陌陌电脑版,405.0,14,0.0345679012345679,4.2,0.3
2020-12-30,北京猎豹移动,第三方软件-EV录屏,5171.0,22,0.0042544962289692515,7.36,0.33454545454545453
2020-12-30,北京猎豹移动,第三方软件-网易邮箱大师,480.0,44,0.09166666666666666,13.12,0.29818181818181816
2020-12-30,北京猎豹移动,公司软件-猎豹免费WIFI,800.0,58,0.0725,19.17,0.3305172413793104
2020-12-30,北京猎豹移动,第三方软件-微师客户端,680.0,54,0.07941176470588235,16.24,0.3007407407407407
2020-12-30,北京猎豹移动,第三方软件-whatsapp,789.0,53,0.06717363751584284,15.85,0.2990566037735849
2020-12-30,北京猎豹移动,第三方软件-QQ五笔,1274.0,45,0.03532182103610675,14.22,0.316
2020-12-30,北京猎豹移动,第三方软件-zoom视频会议,1418.0,210,0.14809590973201692,80.97,0.38557142857142856
2020-12-30,北京猎豹移动,第三方软件-逍遥笔手写输入法,4659.0,241,0.051727838591972525,84.71,0.3514937759336099
2020-12-30,北京猎豹移动,第三方软件-极品五笔输入法,10866.0,1058,0.0973679366832321,494.0,0.4669187145557656
2020-12-30,北京猎豹移动,第三方软件-千牛,14456.0,769,0.053195904814609854,383.36,0.49851755526658
2020-12-30,北京猎豹移动,第三方软件-美图秀秀,28937.0,616,0.021287624840170025,224.41,0.36430194805194804
2020-12-30,北京猎豹移动,第三方软件-雷电模拟器,21615.0,660,0.030534351145038167,221.03,0.3348939393939394
2020-12-30,北京猎豹移动,第三方软件-FlashPlayer,31879.0,1330,0.041720254713134036,595.3,0.447593984962406
2020-12-30,北京猎豹移动,第三方软件-WPS-excel,41567.0,2216,0.053311521158611395,920.07,0.41519404332129967
2020-12-30,北京猎豹移动,第三方软件-驱动精灵,59823.0,4923,0.08229276365277569,1929.29,0.3918931545805403
2020-12-30,北京猎豹移动,第三方软件-搜狗输入法,46939.0,3395,0.07232791495345023,1733.59,0.5106303387334314
2020-12-30,北京猎豹移动,第三方软件-WPS-word,47087.0,3216,0.06829910591033618,1207.01,0.37531405472636814
2020-12-30,北京猎豹移动,第三方软件-向日葵,36030.0,2749,0.07629752983624757,961.81,0.3498763186613314
2020-12-30,北京猎豹移动,第三方软件-搜狗五笔,38892.0,597,0.015350200555384141,212.52,0.35597989949748743
2020-12-30,北京猎豹移动,第三方软件-cad快速看图,10840.0,394,0.03634686346863469,203.02,0.5152791878172589
2020-12-30,北京猎豹移动,第三方软件-QQ,26340.0,347,0.013173880030372058,122.52,0.3530835734870317
2020-12-30,北京猎豹移动,第三方软件-酷我音乐,7353.0,335,0.045559635522915816,100.25,0.2992537313432836
2020-12-30,北京猎豹移动,第三方软件-微信,18847.0,257,0.013636122459807927,98.2,0.3821011673151751
2020-12-30,北京猎豹移动,第三方软件-腾讯会议,8116.0,275,0.0338836865450961,96.35,0.3503636363636363
2020-12-30,北京猎豹移动,第三方软件-钉钉电脑版,17777.0,326,0.018338302300725657,123.0,0.3773006134969325
2020-12-30,北京猎豹移动,第三方软件-香肠派对,4274.0,468,0.10949929808142256,141.52,0.30239316239316244
2020-12-30,北京猎豹移动,第三方软件-光影魔术手,8404.0,506,0.060209424083769635,183.9,0.3634387351778656
2020-12-30,北京猎豹移动,第三方软件-阿里旺旺,4893.0,348,0.07112201103617413,168.21,0.48336206896551726
2020-12-30,北京猎豹移动,第三方软件-CAJViewer,3897.0,388,0.09956376700025661,160.53,0.4137371134020619
2020-12-30,北京猎豹移动,第三方软件-teamviewer,5438.0,456,0.0838543582199338,149.75,0.32839912280701755
2020-12-30,北京猎豹移动,第三方软件-WPS,90814.0,6308,0.06946065584601493,3073.38,0.4872194039315155
baidu-04海鸟B20KA02280,2020-12-30,行业定投-金山打字通,128778582.0,8946,6.94680735030923e-05,1345.0,0.1503465235859602
baidu-04海鸟B20KA02280,2020-12-30,第三方游戏-第五人格,128778586.0,973,7.555604003914129e-06,77.0,0.07913669064748201
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-香肠派对,128778588.0,410,3.1837590888944987e-06,15.0,0.036585365853658534
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-优酷客户端,128778590.0,7497,5.821619882621793e-05,173.0,0.023075897025476858
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-钉钉电脑版,128778593.0,4089,3.175217172934946e-05,20.0,0.004891171435558816
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-谷歌浏览器,128778594.0,181296,0.001407811611920534,12719.0,0.07015598799752891
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-steam,128778597.0,1442,1.1197512891059064e-05,0.0,0.0
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-QQ,128778600.0,26303,0.00020424977441904169,287.0,0.010911302893206099
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-QQ影音,128778602.0,7724,5.997890860781359e-05,633.0,0.08195235629207664
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-QQ五笔,128778603.0,1566,1.2160405249931156e-05,180.0,0.11494252873563218
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-cad快速看图,128778605.0,9362,7.269841135489859e-05,131.0,0.013992736594744712
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-IE浏览器,128778607.0,13033,0.00010120469776474597,195.0,0.014962019488989488
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-输入法-搜狗,128778609.0,63147,0.0004903531765900655,941.0,0.014901737216336485
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-千牛,128778615.0,10852,8.42686497288389e-05,284.0,0.026170291190563952
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-酷我音乐,128778616.0,21114,0.0001639557921635064,615.0,0.02912759306621199
baidu-04海鸟B20KA02280,2020-12-30,行业定投-拼音输入法,129326831.0,28108,0.00021734082388518436,1155.0,0.04109150419809307
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-WPS,131274891.0,10883,8.290237315832165e-05,197.0,0.01810162638978223
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-微信,136207191.0,124130,0.0009113322071226034,5153.0,0.04151292999274954
baidu-04海鸟B20KA02280,2020-12-30,第三方软件-驱动精灵,142279757.0,47644,0.00033486140969442334,6156.0,0.12920829485349677
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-桌面壁纸4,129899372.0,153441,0.0011812297291167813,7256.0,0.04728853435522448
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-电脑壁纸3,130082123.0,115266,0.0008861017743383539,2927.0,0.025393437787378757
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-高清壁纸5,130082124.0,102208,0.0007857190277735625,3691.0,0.03611263306199124
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-动态桌面8,130507724.0,4086,3.130849174873358e-05,325.0,0.07953989231522271
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-电脑桌面壁纸10,130507725.0,52513,0.00040237464870374534,1229.0,0.02340372860053701
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-电脑桌面9,130507726.0,67816,0.000519632071437671,1529.0,0.0225463017576973
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸软件7,130507727.0,21392,0.00016391366620000975,2153.0,0.10064510097232611
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-可爱,131435942.0,8073,6.14215554524652e-05,509.0,0.06304967174532392
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-动漫,131435943.0,39685,0.00030193415206067337,800.0,0.020158750157490236
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-英雄联盟,131435944.0,7991,6.0797676471209426e-05,478.0,0.0598172944562633
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-美女,131584460.0,12564,9.548239966938345e-05,779.0,0.062002546959567015
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-风景,131584461.0,8033,6.104824185889244e-05,260.0,0.03236648823602639
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-明星,131585678.0,32265,0.0002452014572588971,957.0,0.029660622966062297
baidu-4重庆天极B20KA03223,2020-12-30,公司软件-壁纸-萌宠,131585679.0,2187,1.66203496962614e-05,95.0,0.04343850022862369
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-皮卡丘,131764520.0,555,4.212059513441099e-06,49.0,0.08828828828828829
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-汽车,131764521.0,7033,5.3375521321099784e-05,220.0,0.03128110336982795
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-美食,131764522.0,130,9.86608519704568e-07,7.0,0.05384615384615385
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-神奇宝贝,131764527.0,562,4.265184361797163e-06,16.0,0.028469750889679714
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-火影,131764529.0,7558,5.735989842911365e-05,386.0,0.051071712093146336
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-海贼王,131764531.0,9330,7.080812969311142e-05,638.0,0.06838156484458735
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-蜡笔小新,131764533.0,1489,1.1300461255381978e-05,111.0,0.0745466756212223
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-柯南,131764535.0,1002,7.604474147766696e-06,64.0,0.06387225548902195
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-初音未来,131764536.0,653,4.955809960883557e-06,30.0,0.045941807044410414
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-刀剑神域,131764537.0,309,2.3450922914107003e-06,12.0,0.038834951456310676
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-奥特曼,131764538.0,2543,1.9299578161158962e-05,221.0,0.086905230043256
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-变形金刚,131764539.0,546,4.143755248140017e-06,17.0,0.031135531135531136
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-二次元动漫,131764540.0,30212,0.0002292877886569482,830.0,0.027472527472527472
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-动物,131764542.0,1311,9.949565946201216e-06,28.0,0.02135774218154081
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-哆啦a梦,131764543.0,2360,1.7910736426263018e-05,149.0,0.06313559322033899
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-阿狸,131764544.0,595,4.515630547774673e-06,38.0,0.06386554621848739
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-CF,131824971.0,246,1.866110784124504e-06,11.0,0.044715447154471545
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-花,131824972.0,286,2.169543415491869e-06,12.0,0.04195804195804196
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-大海,131824974.0,577,4.377015845267681e-06,19.0,0.03292894280762565
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-城市,131824975.0,608,4.6121761069933825e-06,3.0,0.004934210526315789
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-星空,131824976.0,5079,3.8528358996249694e-05,242.0,0.047647174640677296
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-我的世界,131824977.0,583,4.422530640760135e-06,16.0,0.0274442538593482
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-田园,131824978.0,245,1.8585248692398795e-06,0.0,0.0
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-游戏,131824980.0,3225,2.4464255560668397e-05,35.0,0.010852713178294573
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-王者,131829999.0,5339,4.049912797162351e-05,165.0,0.030904663794718113
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-足球,131850520.0,718,5.44556062425844e-06,23.0,0.03203342618384401
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-篮球,131850521.0,3694,2.8016574921232204e-05,108.0,0.029236599891716297
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-插画,131897712.0,2160,1.637632652793856e-05,19.0,0.008796296296296297
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-少女,131898445.0,287,2.1759164787727406e-06,5.0,0.017421602787456445
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-唯美,131900123.0,820,6.2168251351820195e-06,49.0,0.05975609756097561
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-fate,131900124.0,966,7.323723213482346e-06,59.0,0.061076604554865424
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-碧蓝航线,131900125.0,315,2.3881705949861684e-06,18.0,0.05714285714285714
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-4K,131902866.0,18328,0.00013895073364061702,1253.0,0.06836534264513312
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-小清新,131903587.0,3327,2.522296834884407e-05,307.0,0.09227532311391644
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-宇宙,131911678.0,2203,1.670056839091987e-05,22.0,0.009986382206082615
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-鬼刀,131924180.0,4320,3.274608187824249e-05,271.0,0.06273148148148149
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-天气之子,131929899.0,247,1.872206390455889e-06,38.0,0.15384615384615385
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-你的名字,131932303.0,1858,1.408298011746221e-05,69.0,0.03713670613562971
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-壁纸少女心,131934713.0,1873,1.4196415464973195e-05,122.0,0.06513614522156967
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-守望先锋,131953638.0,855,6.479548521428413e-06,57.0,0.06666666666666667
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-鬼灭之刃,131953639.0,3694,2.7994680768144635e-05,268.0,0.07255008121277748
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-崩坏3,131953640.0,672,5.092697708073836e-06,15.0,0.022321428571428572
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-绿色护眼,132056514.0,6924,5.2432097367040905e-05,480.0,0.06932409012131716
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-男生壁纸,132057526.0,167,1.2646003984657414e-06,8.0,0.04790419161676647
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-简约,132058468.0,4567,3.4583166601629815e-05,693.0,0.15174074885044886
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-win壁纸,132100719.0,50859,0.0003850016895063228,830.0,0.016319628777600816
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-JOJO,132141870.0,351,2.6562360590174786e-06,27.0,0.07692307692307693
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-刺客伍六七,132144055.0,1258,9.519913703268755e-06,45.0,0.03577106518282989
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-明日方舟,132144056.0,693,5.244276745977889e-06,7.0,0.010101010101010102
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-漫威,132151695.0,3053,2.31022386810854e-05,159.0,0.052079921388797905
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-古风壁纸,132152007.0,1244,9.413402249728981e-06,32.0,0.02572347266881029
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-魔法少女小圆,132152008.0,71,5.372600921811191e-07,0.0,0.0
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-尼尔机械纪元,132152009.0,198,1.498274611928147e-06,9.0,0.045454545454545456
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-星球大战,132152010.0,139,1.0518190377883771e-06,6.0,0.04316546762589928
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-海洋,132153626.0,961,7.27183982072501e-06,44.0,0.045785639958376693
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-科幻,132153627.0,2443,1.8486060923624895e-05,32.0,0.013098649201801064
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-蕾姆壁纸,132153628.0,231,1.7479656328466443e-06,17.0,0.0735930735930736
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-竞品软件,132342399.0,24349,0.00018398487698564387,3258.0,0.1338042630087478
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-紫罗兰永恒花园,132353116.0,268,2.0248862142391873e-06,13.0,0.048507462686567165
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-蜘蛛侠壁纸,132353117.0,253,1.911553016163571e-06,4.0,0.015810276679841896
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-七龙珠壁纸,132353118.0,616,4.654216004189641e-06,67.0,0.10876623376623376
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-龙猫壁纸,132353119.0,3072,2.3210635481888418e-05,127.0,0.041341145833333336
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-塞尔达传说,132367128.0,256,1.934014916452671e-06,13.0,0.05078125
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-路人女主养成方法,132367129.0,529,3.996460480758784e-06,14.0,0.026465028355387523
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-进击的巨人,132367130.0,1068,8.068468357665532e-06,51.0,0.047752808988764044
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-小黄人,132371900.0,548,4.139851433725738e-06,39.0,0.07116788321167883
baidu-4重庆天极B20KA03223,2020-12-30,壁纸-搞怪搞笑,132371901.0,497,3.7545732609823287e-06,34.0,0.06841046277665996
